botName,type,description,symbol,status,quantity,daysInTrade,openPrice,closePrice,premium,pnl,ror,returnPct,risk,ev,alpha,highReturnPct,lowReturnPct,highReturnPctDate,lowReturnPctDate,expiration,openDate,closeDate,tags,underlyingOpen,underlyingClose
"Nigiri-Paper-v1","shortputspread","-740 put, +735 put","SPY","closed",10,1,0.09,0.05,-90,40,0.008147,0.444444,4910,"6.1993","0.012652","0.55555556","-0.33333333","2026-09-03 14:38:00","2026-09-03 10:35:00","2026-09-11 16:00:00","2026-09-03 10:30:30","2026-09-04 09:45:13","",768.82,772.17
"DIR-SPX-CallVIXdrop","longcallspread","+7,710 call, -7,725 call","SPX","closed",1,0,5.65,9.9,565,425,0.752212,0.752212,565,"-42.06805","-0.074854","1.69026549","0.00884956","2026-09-03 15:33:00","2026-09-03 11:00:01","2026-09-03 16:00:00","2026-09-03 11:00:01","2026-09-03 15:50:00",,7709.04,7749.02
"Friday 14 DTE Broken Wing IB (B-70)","ironbutterfly","+7,600 put, -7,660 put, -7,660 call, +7,700 call","SPX","closed",1,6,40.05,38.95,-4005,110,0.055138,0.027466,1995,"-168.14293","-0.084282","0.02746567","-0.07865169","2026-09-03 12:16:00","2026-09-01 14:46:00","2026-09-11 16:00:00","2026-08-28 10:30:03","2026-09-03 12:16:00","14 dte",7730.4,7743.85
"IC-SPX-FastPT25-S2","shortputspread","-7,655 put, +7,650 put","SPX","closed",10,0,0.1,0.05,-100,50,0.010204,0.5,4900,"8.73009","0.017817","0.5","0","2026-09-03 11:03:00","2026-09-03 11:01:01","2026-09-03 16:00:00","2026-09-03 11:01:00","2026-09-03 11:03:02","put side",7711.17,7714.19
"Nigiri-Paper-v1","shortputspread","-749 put, +744 put","SPY","closed",10,1,0.07,0.03,-70,40,0.008114,0.571429,4930,"5.85624","0.011903","0.85714286","-0.42857143","2026-09-03 09:31:00","2026-09-02 13:42:00","2026-09-04 16:00:00","2026-09-02 13:00:24","2026-09-03 10:30:12","",764.98,768.63
"Trendy-Paper-v1","shortputspread","-755 put, +745 put","SPY","closed",1,7,0.67,0.31,-67,36,0.038585,0.537313,933,"-35.27921","-0.037813","0.65671642","-1.8358209","2026-09-03 10:00:00","2026-09-01 14:46:00","2026-09-08 16:00:00","2026-08-27 12:45:03","2026-09-03 10:15:14",,771.75,768.43
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,685 call, +7,690 call","SPX","expired",10,0,0.2,0,-200,200,0.041667,1,4800,"-14.73573","-0.030509","1","-2.5","2026-09-02 15:43:00","2026-09-02 14:19:00","2026-09-02 16:00:00","2026-09-02 13:31:01","2026-09-02 16:15:00","call side",7663.77,7666.6
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,640 put, +7,635 put","SPX","expired",10,0,0.25,0,-250,250,0.052632,1,4750,"2.84665","0.005993","1","-0.4","2026-09-02 15:10:00","2026-09-02 13:35:00","2026-09-02 16:00:00","2026-09-02 13:31:00","2026-09-02 16:15:00","put side",7663.89,7666.6
"GF-QQQ-IC-Touch0","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.13,-12,-1,-0.005319,-0.083333,188,"-2.67672","-0.014314","0.5","-0.58333333","2026-09-02 13:42:00","2026-09-02 14:19:00","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 15:50:06","call side",708.39,709.17
"GF-QQQ-IC-PT50","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.13,-12,-1,-0.005319,-0.083333,188,"-2.67672","-0.014314","0.5","-0.58333333","2026-09-02 13:42:00","2026-09-02 14:19:00","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 15:50:06","call side",708.39,709.17
"GF-QQQ-IC-SL200","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.13,-12,-1,-0.005319,-0.083333,188,"-2.67672","-0.014314","0.5","-0.58333333","2026-09-02 13:42:00","2026-09-02 14:19:00","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 15:50:06","call side",708.39,709.17
"GF-QQQ-IC-Ride","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.13,-12,-1,-0.005319,-0.083333,188,"-2.67672","-0.014314","0.5","-0.58333333","2026-09-02 13:42:00","2026-09-02 14:19:00","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 15:50:06","call side",708.39,709.17
"GF-QQQ-IC-SL100","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.13,-12,-1,-0.005319,-0.083333,188,"-2.67672","-0.014314","0.5","-0.58333333","2026-09-02 13:42:00","2026-09-02 14:19:00","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 15:50:06","call side",708.39,709.17
"GF-QQQ-IC-SL100","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"4.71108","0.024537","1","-0.42857143","2026-09-02 15:46:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 15:50:00","put side",708.38,709.12
"GF-QQQ-IC-SL200","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"4.71108","0.024537","1","-0.42857143","2026-09-02 15:46:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 15:50:00","put side",708.38,709.12
"GF-QQQ-IC-Touch0","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"4.71108","0.024537","1","-0.42857143","2026-09-02 15:46:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 15:50:00","put side",708.38,709.12
"GF-QQQ-IC-Ride","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"4.71108","0.024537","1","-0.42857143","2026-09-02 15:46:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 15:50:00","put side",708.38,709.12
"GF-QQQ-IC-PT50","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.03,-7,4,0.020725,0.571429,193,"4.71108","0.024537","0.71428571","-0.42857143","2026-09-02 15:16:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 15:16:06","put side",708.38,708.52
"GF-QQQ-IC-Trail","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.09,-7,-2,-0.010363,-0.285714,193,"4.71108","0.024537","0.42857143","-0.42857143","2026-09-02 14:00:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 14:01:11","put side",708.38,708.06
"GF-QQQ-IC-Canary","shortputspread","-704 put, +702 put","QQQ","closed",1,0,0.07,0.06,-7,1,0.005181,0.142857,193,"4.71108","0.024537","0.28571429","-0.42857143","2026-09-02 13:46:00","2026-09-02 13:37:00","2026-09-02 16:00:00","2026-09-02 13:31:11","2026-09-02 13:46:06","put side",708.38,708.73
"GF-QQQ-IC-Trail","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.09,-12,3,0.015957,0.25,188,"-2.67672","-0.014314","0.5","-0.08333333","2026-09-02 13:42:00","2026-09-02 13:31:12","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 13:43:11","call side",708.39,708.12
"GF-QQQ-IC-Canary","shortcallspread","-711 call, +713 call","QQQ","closed",1,0,0.12,0.11,-12,1,0.005319,0.083333,188,"-2.67672","-0.014314","0.16666667","-0.08333333","2026-09-02 13:33:00","2026-09-02 13:31:12","2026-09-02 16:00:00","2026-09-02 13:31:12","2026-09-02 13:33:06","call side",708.39,708.13
"DIR-SPX-CallVIXdrop","longcallspread","+7,670 call, -7,685 call","SPX","closed",1,0,6.1,3,610,-310,-0.508197,-0.508197,610,"-57.63712","-0.094487","0.45901639","-0.51311475","2026-09-02 11:30:00","2026-09-02 13:18:00","2026-09-02 16:00:00","2026-09-02 11:00:01","2026-09-02 13:18:00",,7669.97,7663.46
"Nigiri-Paper-v1","shortputspread","-746 put, +741 put","SPY","closed",10,5,0.1,0.05,-100,50,0.010204,0.5,4900,"5.41176","0.011067","0.9","-2.6","2026-08-28 10:00:00","2026-09-01 14:46:00","2026-09-04 16:00:00","2026-08-28 09:45:25","2026-09-02 13:00:12","",772.63,764.99
"IC-SPX-FastPT25-S2","shortputspread","-7,610 put, +7,605 put","SPX","closed",10,0,0.1,0.1,-100,0,0,0,4900,"8.82405","0.018008","0","0","2026-09-02 11:01:00","2026-09-02 11:01:00","2026-09-02 16:00:00","2026-09-02 11:01:00","2026-09-02 11:03:02","put side",7669.33,7670.27
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,605 put, +7,600 put","SPX","expired",10,0,0.25,0,-250,250,0.052632,1,4750,"14.64696","0.030706","1","-4.6","2026-09-01 15:48:00","2026-09-01 14:46:00","2026-09-01 16:00:00","2026-09-01 13:31:01","2026-09-01 16:15:00","put side",7634.76,7631.47
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,655 call, +7,660 call","SPX","expired",10,0,0.4,0,-400,400,0.086957,1,4600,"3.21856","0.006952","1","-0.25","2026-09-01 14:47:00","2026-09-01 13:36:00","2026-09-01 16:00:00","2026-09-01 13:31:02","2026-09-01 16:15:00","call side",7634.76,7631.47
"3DTE $140-$350","ironcondor","+7,505 put, -7,515 put, -7,900 call, +7,910 call","SPX","expired",1,5,0.35,0,-35,35,0.036269,1,965,"-44.927049","-0.046557","1","-0.14285714","2026-08-31 13:00:00","2026-08-27 10:17:00","2026-09-01 16:00:00","2026-08-27 10:15:07","2026-09-01 16:15:00","190",7705.79,7631.47
"60min-ORB-10W-Paper-v1","shortputspread","-7,625 put, +7,615 put","SPX","closed",1,0,0.75,0.25,-75,50,0.054054,0.666667,925,"3.1203","0.003373","0.66666667","-0.82666667","2026-09-01 11:48:00","2026-09-01 11:08:00","2026-09-01 16:00:00","2026-09-01 11:00:03","2026-09-01 11:48:00","test a",7651.67,7662.18
"IC-SPX-FastPT25-S2","shortputspread","-7,595 put, +7,590 put","SPX","closed",10,0,0.1,0.1,-100,0,0,0,4900,"8.55203","0.017453","0","0","2026-09-01 11:01:01","2026-09-01 11:01:01","2026-09-01 16:00:00","2026-09-01 11:01:01","2026-09-01 11:03:02","put side",7651.68,7650.33
"QQQ long call","longcallspread","+727 call, -839 call","QQQ","closed",1,63,32.78,9.07,3278,-2371,-0.723307,-0.723307,3278,"-93.14535","-0.028424","0.22483221","-0.76174497","2026-06-30 12:21:00","2026-08-24 10:13:00","2026-09-30 16:00:00","2026-06-29 12:30:13","2026-08-31 18:10:06","",719.83,716.76
"QQQ long call","longcallspread","+745 call, -870 call","QQQ","closed",1,70,34.88,3.24,3488,-3164,-0.90711,-0.90711,3488,"-151.13442","-0.04333","0.0100344","-0.92259174","2026-06-22 15:59:00","2026-08-31 12:09:00","2026-09-30 16:00:00","2026-06-22 14:15:08","2026-08-31 18:09:14","",737.6,716.76
"QQQ long call","longcallspread","+745 call, -865 call","QQQ","closed",1,77,32.99,1.41,3299,-3158,-0.95726,-0.95726,3299,"-156.32397","-0.0474","0.09942407","-0.96605032","2026-06-22 10:09:00","2026-08-31 12:05:00","2026-09-18 16:00:00","2026-06-15 09:45:04","2026-08-31 18:08:27","",739.71,716.76
"IC-SPX-FastPT25-S2","shortputspread","-7,625 put, +7,620 put","SPX","expired",10,0,0.1,0,-100,100,0.020408,1,4900,"8.00386","0.016334","1","-0.5","2026-08-31 13:13:00","2026-08-31 11:03:00","2026-08-31 16:00:00","2026-08-31 11:01:01","2026-08-31 16:15:00","put side",7680.29,7686.14
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,695 call, +7,700 call","SPX","expired",10,0,0.15,0,-150,150,0.030928,1,4850,"-4.75801","-0.00981","0.33333333","-7.8","2026-08-31 14:42:00","2026-08-31 15:53:00","2026-08-31 16:00:00","2026-08-31 13:31:02","2026-08-31 16:15:00","call side",7670.32,7686.14
"QQQ long call","longcallspread","+743 call, -850 call","QQQ","expired",1,91,29.71,0,2971,-2971,-1,-1,2971,"-892.28348","-0.300331","0.19286436","-1","2026-06-03 09:33:00","2026-08-28 11:54:00","2026-08-31 16:00:00","2026-06-01 10:15:06","2026-08-31 16:15:00","",737.64,716.77
"IC-SPX-FastPT25-S2","shortcallspread","-7,735 call, +7,740 call","SPX","expired",10,0,0.1,0,-100,100,0.020408,1,4900,"8.11569","0.016563","1","0","2026-08-31 11:17:00","2026-08-31 11:02:03","2026-08-31 16:00:00","2026-08-31 11:02:03","2026-08-31 16:15:00","call side",7678.96,7686.14
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,650 put, +7,645 put","SPX","expired",10,0,0.45,0,-450,450,0.098901,1,4550,"8.31829","0.018202","1","0.04444444","2026-08-31 15:11:00","2026-08-31 13:31:01","2026-08-31 16:00:00","2026-08-31 13:31:01","2026-08-31 16:15:00","put side",7670.34,7686.14
"GF-QQQ-IC-Ride-Delta","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"-8.89307","-0.046318","1","-0.85714286","2026-08-31 15:36:00","2026-08-31 14:44:00","2026-08-31 16:00:00","2026-08-31 13:39:14","2026-08-31 15:50:01","put side",714.43,716
"GF-QQQ-IC-SL100","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"-8.89307","-0.046318","1","-0.85714286","2026-08-31 15:36:00","2026-08-31 14:44:00","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 15:50:01","put side",714.42,716
"GF-QQQ-IC-Ride-Delta","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"-8.89307","-0.046318","1","-0.85714286","2026-08-31 15:36:00","2026-08-31 14:44:00","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 15:50:01","put side",714.42,716
"GF-QQQ-IC-Touch0","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.09,-9,0,0,0,191,"-13.12117","-0.069059","0.77777778","-1.22222222","2026-08-31 14:56:00","2026-08-31 13:52:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 15:50:01","call side",715.05,716
"GF-QQQ-IC-SL200","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.09,-9,0,0,0,191,"-13.12117","-0.069059","0.77777778","-1.22222222","2026-08-31 14:56:00","2026-08-31 13:52:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 15:50:01","call side",715.05,716
"GF-QQQ-IC-Touch0","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"-8.89307","-0.046318","1","-0.85714286","2026-08-31 15:36:00","2026-08-31 14:44:00","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 15:50:01","put side",714.42,716
"GF-QQQ-IC-SL200","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"-8.89307","-0.046318","1","-0.85714286","2026-08-31 15:36:00","2026-08-31 14:44:00","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 15:50:01","put side",714.42,716
"GF-QQQ-IC-Ride","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.09,-9,0,0,0,191,"-13.12117","-0.069059","0.77777778","-1.22222222","2026-08-31 14:56:00","2026-08-31 13:52:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 15:50:01","call side",715.05,716
"GF-QQQ-IC-Ride","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"-8.89307","-0.046318","1","-0.85714286","2026-08-31 15:36:00","2026-08-31 14:44:00","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 15:50:01","put side",714.42,716
"GF-QQQ-IC-Trail","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.05,-9,4,0.020942,0.444444,191,"-13.12117","-0.069059","0.77777778","-1.22222222","2026-08-31 14:56:00","2026-08-31 13:52:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 15:01:11","call side",715.05,714.71
"GF-QQQ-IC-PT50","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.04,-9,5,0.026178,0.555556,191,"-13.12117","-0.069059","0.66666667","-1.22222222","2026-08-31 14:39:00","2026-08-31 13:52:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 14:39:06","call side",715.05,714.21
"GF-QQQ-IC-Canary","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.06,-9,3,0.015707,0.333333,191,"-13.12117","-0.069059","0.44444444","-1.22222222","2026-08-31 14:35:00","2026-08-31 13:52:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 14:35:06","call side",715.05,714.79
"GF-QQQ-IC-PT50","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.03,-7,4,0.020725,0.571429,193,"-8.89307","-0.046318","0.71428571","-0.14285714","2026-08-31 14:25:00","2026-08-31 13:39:12","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 14:25:06","put side",714.42,715.53
"GF-QQQ-IC-Trail","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.06,-7,1,0.005181,0.142857,193,"-8.89307","-0.046318","0.57142857","-0.14285714","2026-08-31 13:51:00","2026-08-31 13:39:12","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 14:01:11","put side",714.42,714.98
"GF-QQQ-IC-SL100","shortcallspread","-717 call, +719 call","QQQ","closed",1,0,0.09,0.2,-9,-11,-0.057592,-1.222222,191,"-13.12117","-0.069059","0","-1.11111111","2026-08-31 13:43:00","2026-08-31 13:51:00","2026-08-31 16:00:00","2026-08-31 13:42:12","2026-08-31 13:51:11","call side",715.05,715.5
"GF-QQQ-IC-Canary","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.05,-7,2,0.010363,0.285714,193,"-8.89307","-0.046318","0.42857143","-0.14285714","2026-08-31 13:44:00","2026-08-31 13:39:12","2026-08-31 16:00:00","2026-08-31 13:39:12","2026-08-31 13:44:06","put side",714.42,715.14
"IC-SPX-Fortress-Unstopped","shortputspread","-7,655 put, +7,650 put","SPX","expired",10,0,0.1,0,-100,100,0.020408,1,4900,"9.96681","0.02034","1","-0.5","2026-08-28 13:53:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:01","2026-08-28 16:15:00","put side",7710.44,7711.76
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,680 put, +7,675 put","SPX","expired",10,0,0.4,0,-400,400,0.086957,1,4600,"32.63151","0.070938","1","-0.5","2026-08-28 15:21:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:01","2026-08-28 16:15:00","put side",7710.44,7711.76
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,735 call, +7,740 call","SPX","expired",10,0,0.3,0,-300,300,0.06383,1,4700,"21.17005","0.045043","1","-0.83333333","2026-08-28 15:37:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:39:57","2026-08-28 16:15:00","call side",7705.76,7711.76
"GF-QQQ-IC-Ride","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"2.98872","0.015566","1","-1","2026-08-28 14:51:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 15:50:01","call side",716.11,716.4
"GF-QQQ-IC-Ride-Delta","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"4.96556","0.025862","1","-1","2026-08-28 15:22:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:35:11","2026-08-28 15:50:01","put side",716.51,716.4
"GF-QQQ-IC-SL200","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"2.98872","0.015566","1","-1","2026-08-28 14:51:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 15:50:01","call side",716.11,716.4
"GF-QQQ-IC-SL200","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.01,-8,7,0.036458,0.875,192,"5.79546","0.030343","1","-0.75","2026-08-28 15:22:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 15:50:01","put side",716.38,716.4
"GF-QQQ-IC-Trail","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"2.98872","0.015566","1","-1","2026-08-28 14:51:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 15:50:01","call side",716.11,716.4
"GF-QQQ-IC-Touch0","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.01,-8,7,0.036458,0.875,192,"5.79546","0.030343","1","-0.75","2026-08-28 15:22:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 15:50:01","put side",716.38,716.4
"GF-QQQ-IC-Ride","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.01,-8,7,0.036458,0.875,192,"5.79546","0.030343","1","-0.75","2026-08-28 15:22:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 15:50:01","put side",716.38,716.4
"GF-QQQ-IC-Ride-Delta","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.09,0.01,-9,8,0.041885,0.888889,191,"1.80116","0.00948","1","-0.55555556","2026-08-28 14:51:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:36:46","2026-08-28 15:50:01","call side",716.59,716.4
"GF-QQQ-IC-Touch0","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.01,-7,6,0.031088,0.857143,193,"2.98872","0.015566","1","-1","2026-08-28 14:51:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 15:50:01","call side",716.11,716.4
"GF-QQQ-IC-SL100","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.01,-8,7,0.036458,0.875,192,"5.79546","0.030343","1","-0.75","2026-08-28 15:22:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 15:50:00","put side",716.38,716.4
"GF-QQQ-IC-PT50","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.03,-7,4,0.020725,0.571429,193,"2.98872","0.015566","0.71428571","-1","2026-08-28 14:39:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 14:39:06","call side",716.11,716.32
"GF-QQQ-IC-Canary","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.06,-7,1,0.005181,0.142857,193,"2.98872","0.015566","0.28571429","-1","2026-08-28 14:10:00","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 14:10:06","call side",716.11,716.72
"GF-QQQ-IC-Trail","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.07,-8,1,0.005208,0.125,192,"5.79546","0.030343","0.625","-0.75","2026-08-28 13:53:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 13:56:11","put side",716.38,716.51
"GF-QQQ-IC-PT50","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.04,-8,4,0.020833,0.5,192,"5.79546","0.030343","0.625","-0.75","2026-08-28 13:53:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 13:53:06","put side",716.38,717.09
"GF-QQQ-IC-SL100","shortcallspread","-720 call, +722 call","QQQ","closed",1,0,0.07,0.15,-7,-8,-0.041451,-1.142857,193,"2.98872","0.015566","-0.14285714","-1","2026-08-28 13:42:04","2026-08-28 13:50:00","2026-08-28 16:00:00","2026-08-28 13:42:05","2026-08-28 13:50:11","call side",716.11,717.12
"GF-QQQ-IC-Canary","shortputspread","-712 put, +710 put","QQQ","closed",1,0,0.08,0.06,-8,2,0.010417,0.25,192,"5.79546","0.030343","0.375","-0.75","2026-08-28 13:49:00","2026-08-28 13:40:00","2026-08-28 16:00:00","2026-08-28 13:38:11","2026-08-28 13:49:06","put side",716.38,717.17
"IC-SPX-FastPT25-S2","shortcallspread","-7,775 call, +7,780 call","SPX","closed",10,0,0.1,0.05,-100,50,0.010204,0.5,4900,"9.58152","0.019554","0.5","0","2026-08-28 12:24:00","2026-08-28 12:20:46","2026-08-28 16:00:00","2026-08-28 12:20:46","2026-08-28 12:26:45","call side",7718.08,7713.65
"60min-ORB-10W-Paper-v1","shortputspread","-7,715 put, +7,705 put","SPX","closed",1,0,0.75,0.25,-75,50,0.054054,0.666667,925,"44.85155","0.048488","0.66666667","-0.17333333","2026-08-28 11:21:00","2026-08-28 10:46:00","2026-08-28 16:00:00","2026-08-28 10:45:03","2026-08-28 11:21:00","test a",7752.69,7765.25
"IC-SPX-FastPT25-S2","shortputspread","-7,710 put, +7,705 put","SPX","closed",10,0,0.15,0.2,-150,-50,-0.010309,-0.333333,4850,"13.74454","0.028339","0","-0.33333333","2026-08-28 11:02:00","2026-08-28 11:06:00","2026-08-28 16:00:00","2026-08-28 11:02:00","2026-08-28 11:07:31","put side",7769.21,7765.93
"Nigiri-Paper-v1","shortputspread","-738 put, +733 put","SPY","closed",10,1,0.08,0.06,-80,20,0.004065,0.25,4920,"5.30443","0.010803","0.375","-0.625","2026-08-28 09:33:00","2026-08-27 09:58:00","2026-09-04 16:00:00","2026-08-27 09:54:18","2026-08-28 09:45:13","",769.27,772.61
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,755 call, +7,760 call","SPX","closed",10,0,0.15,0.05,-150,100,0.020619,0.666667,4850,"-13.62104","-0.027912","1","0.2","2026-08-27 14:26:00","2026-08-27 13:46:02","2026-08-27 16:00:00","2026-08-27 13:46:02","2026-08-27 14:28:02","call side",7732.73,7713.31
"DIR-SPX-CallVIXdrop","longcallspread","+7,720 call, -7,735 call","SPX","closed",1,0,6.75,3.1,675,-365,-0.540741,-0.540741,675,"-83.04615","-0.123031","0.86666667","-0.54518519","2026-08-27 13:22:00","2026-08-27 14:28:00","2026-08-27 16:00:00","2026-08-27 11:00:03","2026-08-27 14:28:00",,7721.37,7713.29
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,715 put, +7,710 put","SPX","closed",10,0,0.3,2.2,-300,-1900,-0.404255,-6.333333,4700,"-13.7889","-0.029338","0","-6.33333333","2026-08-27 13:46:01","2026-08-27 14:28:00","2026-08-27 16:00:00","2026-08-27 13:46:01","2026-08-27 14:28:00","put side",7733.01,7713.29
"IC-SPX-FastPT25-S2","shortputspread","-7,665 put, +7,660 put","SPX","closed",10,0,0.1,0.15,-100,-50,-0.010204,-0.5,4900,"8.19202","0.016718","0","-0.5","2026-08-27 11:01:00","2026-08-27 11:03:00","2026-08-27 16:00:00","2026-08-27 11:01:00","2026-08-27 11:03:02","put side",7722.81,7722.77
"3DTE $140-$350","ironcondor","+7,475 put, -7,485 put, -7,890 call, +7,900 call","SPX","closed",1,1,0.5,0.15,-50,35,0.036842,0.7,950,"-20.016573","-0.021026","0.76","-0.4","2026-08-27 10:04:00","2026-08-26 12:45:00","2026-08-31 16:00:00","2026-08-26 10:00:05","2026-08-27 10:15:01","200,60percent",7687.73,7705.2
